candidate_id,source_id,source_file,page_start,page_end,chunk_type,suggested_question_type,generated_question,generated_answer,evidence_quote,warnings,review_status,final_question,final_answer,final_question_type,reviewer_notes
batch2::cross_doc_multi::7495ff40cec9,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,38,144,cross_doc_multi,cross_doc_multi,"When comparing the Grundfos pump and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?","Both documents point to related evidence: • ""Warning/alarm"" There is a warning. • Stop The pump stops. • Min. / factory default.","• ""Warning/alarm""
There is a warning.
• Stop
The pump stops.
• Min.

factory default.
When a parameter has its default value changed, it is automatically added to
this group. When a parameter has its value changed back to the factory default,
it is automatically removed from this group.
Fault and Diagnostic Group",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::safety_or_constraint::7838b1d14b81,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,40,40,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 11.21 Motor bearing monitoring on the Grundfos pump?,"gives a warning when the motor bearings are to be replaced. When you have replaced the motor bearings, confirm this action by pressing [Bea rings replaced]. 11.23 ""Number"" ( Pump number )","gives a warning when the motor bearings are to be replaced.
When you have replaced the motor bearings, confirm this action
by pressing [Bea rings replaced].
11.23 ""Number"" ( Pump number )",,,,,,
batch2::safety_or_constraint::82e1a21fd4b3,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,40,40,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for 11.21 Motor bearing monitoring on the Grundfos pump?,"Not active , but a warning is not given when it is time for replacement. When the function is changed to ""A ctive"" again, the accumulated mileage is again used to cal culate the replacement time.","Not active , but a warning is not given when it is time for
replacement.
When the function is changed to ""A ctive"" again, the accumulated
mileage is again used to cal culate the replacement time.",,,,,,
batch2::safety_or_constraint::e39ec51ec593,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,42,42,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for English (US) on the Grundfos pump?,"Pump variant Warning log NBE, NBSE, NKE, TPE, TPED ● NBE, NBSE, NKE, TPE, TPED Series 2000 ●","Pump variant Warning log
NBE, NBSE, NKE, TPE, TPED ●
NBE, NBSE, NKE, TPE, TPED
Series 2000 ●",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::dd3c7f691c8b,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,43,43,alarm_fault_code,abstention_insufficient_evidence,"Can you determine whether the pump on the Grundfos pump must be repaired immediately based only on the manual, without current现场 data?","The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::2a43740b9e3f,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,43,43,alarm_fault_code,symptom_cause,What could cause 11.41 Assisted pump setup on the Grundfos pump?,11.41 Assisted pump setup The menu guides you through the following: Setting of pump • Selection of control mode. See page 24.,"11.41 Assisted pump setup
The menu guides you through the following:
Setting of pump
• Selection of control mode. See page 24.",,,,,,
batch2::symptom_cause::4cb840e78d67,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,43,43,alarm_fault_code,symptom_cause,What could cause 11.41 Assisted pump setup on the Grundfos pump?,takes over if the running pump stops due to an alarm.,"takes over if the running pump stops due to an alarm.
Each pump requires a non-return v alve in series with the pump.
You can choose between two alternating operation modes:
• ""Alternating operation, time""
Pump changeover to the other is based on time.",,,,,,
batch2::symptom_cause::dbbb0d013861,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,43,43,alarm_fault_code,symptom_cause,What could cause 11.41 Assisted pump setup on the Grundfos pump?,fications. 8. Select electrical input si gnal according to the sensor specifications. 9. Set the setpoint.,"fications.
8. Select electrical input si gnal according to the sensor
specifications.
9. Set the setpoint.",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::15477ad4f784,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,50,50,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the Grundfos pump is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::safety_or_constraint::17f601b9979e,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,55,55,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for English (US) on the Grundfos pump?,Do not twist the cable more than 90 °. TM05 5354 3612TM05 5355 3612TM05 5356 3612 DANGER Electric shock,"Do not twist the cable more than 90 °.
TM05 5354 3612TM05 5355 3612TM05 5356 3612
DANGER
Electric shock",,,,,,
batch2::symptom_cause::148ff6a3e20d,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,57,57,alarm_fault_code,symptom_cause,What could cause English (US) on the Grundfos pump?,Ri equal to 292 Ω. Current overload protection: Yes. Change to voltage signal. Measurement tolerance: - 0/+ 3 % of full scale (maximum-point coverage).,"Ri equal to 292 Ω.
Current overload protection: Yes. Change to voltage signal.
Measurement tolerance: - 0/+ 3 % of full scale (maximum-point
coverage).",,,,,,
batch2::symptom_cause::6ee8b8da31e5,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,57,57,alarm_fault_code,symptom_cause,What could cause English (US) on the Grundfos pump?,"English (US) 26. Inputs and outputs Ground reference, GND All voltages refer to GND.","English (US)
26. Inputs and outputs
Ground reference, GND
All voltages refer to GND.",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::b8aa33c42f71,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,61,61,troubleshooting_procedure,abstention_insufficient_evidence,"Can you determine whether the motor on the Grundfos pump must be repaired immediately based only on the manual, without current现场 data?","The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::troubleshooting_step::e85ce582a710,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,61,61,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot for Electronically Protected Motors on the Grundfos pump?,additional installati on instructions. The UL approval is according to UL 1004-1. TM05 7572 1213TM05 7573 1213 Stop Identification numbers,"additional installati on instructions.
The UL approval is according to UL 1004-1.
TM05 7572 1213TM05 7573 1213
Stop
Identification numbers",likely_table_broken,,,,,
batch2::definition_or_component_lookup::c68091f34a95,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,66,66,parameter_and_configuration,definition_or_component_lookup,What does motor refer to on the Grundfos pump?,"Si el motor se protege empleando fusibles, estos deberán poseer una tensión nominal de 480 V. Los tamaños máximos se indican en la tabla anterior. Los motores con potencias de hasta 3.00 HP (2.20 kW) requieren","Si el motor se protege empleando fusibles, estos deberán poseer
una tensión nominal de 480 V. Los tamaños máximos se indican
en la tabla anterior.
Los motores con potencias de hasta 3.00 HP (2.20 kW) requieren",definition_fallback_candidate,,,,,
batch2::parameter_or_fault_code::9d6a5b4d0964,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions,grundfos_nbe_nbse_nke_tpe_tped_installation_and_operating_instructions.pdf,66,66,parameter_and_configuration,parameter_or_fault_code,Which setting or parameter matters for 1.4.2 Pares de ajuste on the Grundfos pump?,"interruptor de circuito, es te deberá poseer una tensión nominal máxima de 480 V. El interrup- tor de circuito debe ser de ""tiempo inverso"". El nivel nominal de interrupci ón (amperes simétricos RMS) no","interruptor de circuito, es te
deberá poseer una tensión nominal máxima de 480 V. El interrup-
tor de circuito debe ser de ""tiempo inverso"".
El nivel nominal de interrupci ón (amperes simétricos RMS) no",,,,,,
batch2::safety_or_constraint::94d93354ba0c,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,4,4,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for LARGE on the Haas rotary unit?,"Caution: If the A axis (tilt) moves more than 20 degrees past the home position, Push [EMERGENCY STOP]","Caution: If the A axis (tilt) moves
more than 20 degrees past the
home position,
Push [EMERGENCY STOP]",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::b4f782498c02,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,5,5,alarm_fault_code,abstention_insufficient_evidence,My Haas rotary unit is showing Alarm 175; can you tell me the exact root cause right now without any live measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::troubleshooting_step::7c70b07f35e6,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,9,9,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,Test the solenoid. Pressure switch failure. Test the pressure switch to see if it is working.,"Test the solenoid.
Pressure switch
failure.
Test the pressure switch to see if it
is working.",likely_table_broken,,,,,
batch2::troubleshooting_step::328109b85f49,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,10,10,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,"compressor is turned off at night, and air pressure builds up slowly after","compressor is
turned off at
night, and air
pressure builds
up slowly after",likely_table_broken,,,,,
batch2::troubleshooting_step::e5fb15ebdcbb,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,10,10,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,Compressed air can push chips under the brake plate and the platter.,"Compressed air
can push chips
under the brake
plate and the
platter.",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::c7b94aab3339,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,11,11,alarm_fault_code,abstention_insufficient_evidence,My Haas rotary unit is showing Alarm 4011; can you tell me the exact root cause right now without any live measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::151ed9280edb,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,11,11,alarm_fault_code,symptom_cause,What could cause Incorrect on the Haas rotary unit?,Faulty solenoid. Test the solenoid. Damaged brake booster seals.,"Faulty
solenoid.
Test the solenoid.
Damaged brake
booster seals.",likely_table_broken,,,,,
batch2::cross_doc_multi::e799f5aaff27,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,14,244,cross_doc_multi,cross_doc_multi,"When comparing the Haas rotary unit and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?",Both documents point to related evidence: FAULT) (Software has reportrd an internal fault of a type that is / fault F111 “Safety Hardware” wi ll occur.,"FAULT)
(Software has
reportrd an
internal fault of
a type that is

fault F111 “Safety Hardware” wi ll occur. However, if S1 is disable and S2 follows
before the discrepancy time, fault F059 “Safety Open” occurs.
The discrepancy time is one second for PowerFlex 525 FRN 5.xxx and later. The
discrepancy time is 10 milliseconds for PowerFlex 525 FRN 4.xxx and earlier.",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::troubleshooting_step::3ab02ba4425b,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,17,17,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot CIRCUIT on the Haas rotary unit?,"Inspect the motor for short circuit condition and determine the cause. If it is found to be coolant related, replace the enclosure gasket on the servo motor housing or apply","Inspect the motor for short circuit
condition and determine the cause.
If it is found to be coolant related,
replace the enclosure gasket on
the servo motor housing or apply",,,,,,
batch2::abstention_insufficient_evidence::55917265aeb6,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,19,19,safety_and_constraint,abstention_insufficient_evidence,What exact has value should I apply on the Haas rotary unit for my current现场 condition if the manual does not include the needed operating data?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::f6fd705ca61a,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,20,20,alarm_fault_code,symptom_cause,What could cause Alarm 5.9945 on the Haas rotary unit?,"ENCODER Z FAULT Alarm 5.9945, 6.9945 or 7.9945 A, B or C AXIS SECONDARY ENCODER Z CHANNEL","ENCODER Z FAULT
Alarm 5.9945, 6.9945
or 7.9945 A, B or C
AXIS SECONDARY
ENCODER Z CHANNEL",likely_table_broken,,,,,
batch2::troubleshooting_step::393efe1fe102,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,23,23,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,Test the solenoid. Pressure switch failure. Test the pressure switch to see if it is working.,"Test the solenoid.
Pressure switch
failure.
Test the pressure switch to see if it
is working.",likely_table_broken,,,,,
batch2::troubleshooting_step::40c27cc4d25f,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,24,24,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,Compressed air can push chips under the brake plate and the platter.,"Compressed air
can push chips
under the brake
plate and the
platter.",likely_table_broken,,,,,
batch2::troubleshooting_step::94844992f583,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,24,24,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot BRAKE WAS on the Haas rotary unit?,"compressor is turned off at night, and air pressure builds up slowly after","compressor is
turned off at
night, and air
pressure builds
up slowly after",likely_table_broken,,,,,
batch2::abstention_insufficient_evidence::e24fd51e177d,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,25,25,alarm_fault_code,abstention_insufficient_evidence,My Haas rotary unit is showing Alarm 9961; can you tell me the exact root cause right now without any live measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::425b1d6819ed,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,25,25,alarm_fault_code,symptom_cause,What could cause FAILURE on the Haas rotary unit?,e a reverse rotary file was enabled.,"e
a reverse rotary
file was
enabled.",short_evidence_quote; likely_table_broken,,,,,
batch2::cross_doc_multi::1faf4acddcaa,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,28,156,cross_doc_multi,cross_doc_multi,"When comparing the Haas rotary unit and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?",Both documents point to related evidence: FAULT) (Software has reportrd an internal fault of a type that is / Fault 4 Code 604 Freq 1 BW(1) 511 Mtr Options Cfg(2)(4) 573 Fault 4 Current 644 Freq 1 Ki(1) 522 MultiDrv Sel 169 Fault 4 Freq 634 Freq 1 Kp,"FAULT)
(Software has
reportrd an
internal fault of
a type that is

Fault 4 Code 604 Freq 1 BW(1) 511 Mtr Options Cfg(2)(4) 573
Fault 4 Current 644 Freq 1 Ki(1) 522 MultiDrv Sel 169
Fault 4 Freq 634 Freq 1 Kp(1) 521 Opt Data In 1 161
Fault 4 Time-hr 614 Freq 2(1) 512 Opt Data In 2 162
Fault 4 Time-min 624 Freq 2 BW(1) 513 Opt Data In 3 163",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::cross_doc_multi::60ec818c679f,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,29,155,cross_doc_multi,cross_doc_multi,"When comparing the Haas rotary unit and PowerFlex 520-series drive manuals, what common cause or symptom pattern appears across both documents?",Both documents point to related evidence: faulty.) (Inspect the cables and connectors. Refer to the Main Processor/Encoder Cable section below.) / EN Subnet Act 3(1) 699 Fault 7 Code(1) 607 HW Addr 6(1) 692 EN Subnet Act 4(1) 700 Fault 7 Current(1) 647 IR Voltage Drop 496 EN Subnet Cfg,"faulty.)
(Inspect the cables and
connectors. Refer to the Main
Processor/Encoder Cable section
below.)

EN Subnet Act 3(1) 699 Fault 7 Code(1) 607 HW Addr 6(1) 692
EN Subnet Act 4(1) 700 Fault 7 Current(1) 647 IR Voltage Drop 496
EN Subnet Cfg 1(1) 133 Fault 7 Freq(1) 637 Jog Accel/Decel 432
EN Subnet Cfg 2(1) 134 Fault 7 Time-hr(1) 617 Jog Frequency 431
EN Subnet Cfg 3(1) 135 Fault 7 Time-min(1) 627 Keypad Freq 426",likely_table_broken; answer_not_exact_substring_of_evidence,,,,,
batch2::troubleshooting_step::94cd953607c7,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,31,31,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot CIRCUIT on the Haas rotary unit?,"Inspect the motor for short circuit condition and determine the cause. If it is found to be coolant related, replace the enclosure gasket on the servo motor housing or apply","Inspect the motor for short circuit
condition and determine the cause.
If it is found to be coolant related,
replace the enclosure gasket on
the servo motor housing or apply",,,,,,
batch2::troubleshooting_step::d9d32f52ae4d,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,34,34,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Tooling on the Haas rotary unit?,Examine the cutting tool for damage. Install a new tool or insert if the cutting tool is damaged or is not sharp.,Examine the cutting tool for damage. Install a new tool or insert if the cutting tool is damaged or is not sharp.,,,,,,
batch2::symptom_cause::7caaf40d58cb,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,36,36,alarm_fault_code,symptom_cause,What could cause Corrective Action on the Haas rotary unit?,and jog the axis.,"and jog the axis. If an alarm is generated, remove the necessary enclosure covers to access the faulty axis.
Rotate the axis motor drive pulley by hand. There is an internal mechanical bind if the axis cannot be rotated by
hand. The rotary unit needs to be serviced. For instructions on where to find a rotary repair facility and how to
send your rotary unit, go to ROTARY REPAIR on our website.",short_generated_answer; heading_like_question_subject,,,,,
batch2::troubleshooting_step::1669f3c503c3,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,37,37,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Brake Solenoid on the Haas rotary unit?,"Make sure the air supply is connected to the rotary unit. In MDI mode, push the rotary axis letter. Push [HAND JOG], and you should hear air go out from the rotary unit. For solenoid test instructions, refer to SOLENOID - TROUBLESHOOTING GUIDE.","Make sure the air supply is connected to the rotary unit. In MDI mode, push the rotary axis letter. Push [HAND
JOG], and you should hear air go out from the rotary unit. For solenoid test instructions, refer to SOLENOID -
TROUBLESHOOTING GUIDE.",,,,,,
batch2::safety_or_constraint::cdac355cd61f,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,44,44,installation_or_wiring,safety_or_constraint,What safety precaution or limit should I follow for HRT450 Brake Bleeding on the Haas rotary unit?,"HRT450 Brake Bleeding A fully extended rod indicates a full reservoir [1] After bleeding, the rod will stick out slightly less.","HRT450 Brake Bleeding
A fully extended rod indicates a full reservoir [1]
After bleeding, the rod will stick out slightly less.
Disconnect one of the oil lines and dip the tube in oil. Push and pull the rod to fill the reservoir. Reconnect the",,,,,,
batch2::troubleshooting_step::e8635bbd3627,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,49,49,maintenance_procedure,troubleshooting_step,How should I troubleshoot Leaking Pressure Switch on the Haas rotary unit?,Leaking Pressure Switch Install a 0-15 PSI pressure gauge on the enclosure cover.,"Leaking Pressure Switch
Install a 0-15 PSI pressure gauge on the enclosure cover. Do not actuate the rotary brake. Check the fittings,
airlines, and pressure switch for a leak if the gauge reads any pressure. If the pressure switch is the source of
the leak, replace the pressure switch and reseal the cover when reinstalling.",,,,,,
batch2::symptom_cause::a615fc2b462b,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,52,52,alarm_fault_code,symptom_cause,What could cause Serial Data Communication Faults / Electrical Noise on the Haas rotary unit?,"oder data cables. Axis motor power cables. Make sure there is a ferrite filter P/N 64-1252 installed in X, Y, Z axis motor power cables [1].","oder
data cables.
Axis motor power cables. Make sure there is a ferrite filter P/N 64-1252 installed in X, Y, Z
axis motor power cables [1].",likely_table_broken,,,,,
batch2::safety_or_constraint::f437edc2c740,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,18,18,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Derating Guidelines for High Altitude on the PowerFlex 520-series drive?,Take precautions to prevent debris from falling through the vents of the drive housing during installation. Storage • Store within an ambient temperature range of -40…+85 °C,"Take precautions to prevent debris from falling through the vents of the drive
housing during installation.
Storage
• Store within an ambient temperature range of -40…+85 °C",,,,,,
batch2::symptom_cause::9950bc5de6e7,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,23,23,alarm_fault_code,symptom_cause,What could cause E09 on the PowerFlex 520-series drive?,"Rating) Circuit Breakers Hp kW Hp kW Class/Catalog Number. 140UT 140M/140MT(2)(3)(4) 25A-V1P6N104 — 0.25 0.2 0.25 0.2 1.6 0.8 6.4 A 100-C09 100-E09 CLASS CC, J, or T/15 140UT-D7D2-B80 140MT-C3E-B63","Rating) Circuit Breakers
Hp kW Hp kW Class/Catalog Number. 140UT 140M/140MT(2)(3)(4)
25A-V1P6N104 — 0.25 0.2 0.25 0.2 1.6 0.8 6.4 A 100-C09
100-E09 CLASS CC, J, or T/15 140UT-D7D2-B80 140MT-C3E-B63",,,,,,
batch2::parameter_or_fault_code::66c2945fe43e,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,40,40,parameter_and_configuration,parameter_or_fault_code,What is P045 [Stop Mode] used for on the PowerFlex 520-series drive?,• 3 = per P045 [Stop Mode] Per P045 [Stop Mode] 49 “3-Wire Start” Per P045 [Stop Mode] 50 “2-Wire REV”,"• 3 = per P045 [Stop Mode]
Per P045
[Stop Mode]
49 “3-Wire Start” Per P045 [Stop Mode]
50 “2-Wire REV”",likely_table_broken,,,,,
batch2::safety_or_constraint::43a0de76eb0a,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,43,43,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Start Method Stop Method on the PowerFlex 520-series drive?,ward Program with t068 [DigIn TermBlk 08]. Current consumption is 6 mA. t068 C1 C1 – This terminal is tied to the RJ45 port shield. Tie this,"ward Program with t068 [DigIn TermBlk 08].
Current consumption is 6 mA. t068
C1 C1 –
This terminal is tied to the RJ45 port shield. Tie this",,,,,,
batch2::abstention_insufficient_evidence::dd18225fa17a,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,52,52,safety_and_constraint,abstention_insufficient_evidence,Can I confirm that the PowerFlex 520-series drive is safe to restart right now without现场 inspection or live electrical measurements?,"The available manual evidence is not sufficient to answer reliably; this question needs live operating data, site-specific conditions, or external diagnostics.",,short_evidence_quote; answer_not_exact_substring_of_evidence,,,,,
batch2::symptom_cause::c2e31809878a,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,60,60,alarm_fault_code,symptom_cause,What could cause Chapter 2 Startup on the PowerFlex 520-series drive?,default settings.,"default settings. To reset the drive, see parameter P053 [Reset to
Defaults]. To reset the communication adapters, see the user manual of
the adapter for more information.
13. Configure the basic program paramete rs that are related to the motor.
See Smart Startup with Basic Program Group Parameters on page 65.",short_generated_answer,,,,,
batch2::definition_or_component_lookup::f0d4f1ccd509,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,62,62,parameter_and_configuration,definition_or_component_lookup,What does drive refer to on the PowerFlex 520-series drive?,"Used to reverse direction of the drive. Default is active. Controlled by parameters P046, P048, and P050 [Start Source x] and A544 [Reverse Disable]. Start Used to start the drive. Default is active.","Used to reverse direction of the drive. Default is active.
Controlled by parameters P046, P048, and P050 [Start Source x]
and A544 [Reverse Disable].
Start Used to start the drive. Default is active.",definition_fallback_candidate,,,,,
batch2::definition_or_component_lookup::c23e9aef9569,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,72,73,parameter_and_configuration,definition_or_component_lookup,What does drive refer to on the PowerFlex 520-series drive?,"when the drive is running at 10 Hz, the Process Value is 1.66.","when the drive is running at 10 Hz, the Process Value is 1.66.
On the drive LCD display, only parameter b010 [Process Display] is shown.
In Connected Components Workbench software, parameter b010 [Process
Display] and b011 [Process Fract] are shown separately.",definition_fallback_candidate,,,,,
batch2::definition_or_component_lookup::a25dbc9a909e,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,84,84,parameter_and_configuration,definition_or_component_lookup,What does motor refer to on the PowerFlex 520-series drive?,Sets the motor nameplate rated frequency. Values Default: 60 Hz Min/Max: 15/500 Hz,"Sets the motor nameplate rated frequency.
Values
Default: 60 Hz
Min/Max: 15/500 Hz",definition_fallback_candidate; likely_table_broken,,,,,
