candidate_id,source_id,source_file,page_start,page_end,chunk_type,suggested_question_type,generated_question,generated_answer,evidence_quote,warnings,review_status,final_question,final_answer,final_question_type,reviewer_notes
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::d3a227ffec6d,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,32,32,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for Rotary Pressure Switch testing on the Haas rotary unit?,"""CH 4 [A] axis brake air pressure"".","""CH 4 [A] axis brake air
pressure"". Disconnect the rotary's airline and observe the bit ""CH 4 [A] axis brake air pressure"". If the pressure
sensor changes, then the solenoid is sticking; if the sensor doesn't change, then the switch is sticking.
Note: The channel number you will need to observe will depend on what axis is having the issue. CH4 is for the",,revise,Which diagnostic bit should be observed during Haas rotary pressure switch testing?,"Observe the bit ""CH 4 [A] axis brake air pressure"". The required channel number depends on which axis has the issue; CH4 is for the A axis.",parameter_or_fault_code,原问题基本可用但应更明确为诊断 bit；证据充分。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::fe1266ade3bb,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,32,32,alarm_fault_code,symptom_cause,What could cause Rotary Pressure Switch testing on the Haas rotary unit?,Rotary Pressure Switch testing Test 1: Exercise the brake a few times.,"Rotary Pressure Switch testing
Test 1: Exercise the brake a few times. The pressure switch can get jammed if it is not used for a while
(example: overnight).
Test 2: Press [Diagnostics], then navigate to the Diagnostics -> MOCON tab and find ""CH 4 [A] axis brake",,revise,What can cause a Haas rotary pressure switch to get jammed?,"The pressure switch can get jammed if it is not used for a while, for example overnight. Exercising the brake a few times is part of the test.",symptom_cause,原问题标题化；改成明确 cause 问题。
haascnc_com_rotary_troubleshooting_guide_ngc::troubleshooting_step::071921dce08a,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,42,42,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Corrective Action on the Haas rotary unit?,"The O-ring has been removed on current production rotaries, but previous models will need to have it removed in the field. A plug bolt may need to be added, 40-1631 & 49-4101. Go to the TRT70 O-RING REMOVAL procedure for details.","The O-ring has been removed on current production rotaries, but previous models will need to have it removed
in the field. A plug bolt may need to be added, 40-1631 & 49-4101. Go to the TRT70 O-RING
REMOVAL procedure for details.",heading_like_question_subject,revise,What corrective action is recommended for earlier Haas TRT70 rotary models related to the O-ring?,"Previous models may need the O-ring removed in the field, and a plug bolt may need to be added; the guide refers to the TRT70 O-ring removal procedure for details.",troubleshooting_step,原问题 Corrective Action 太泛；证据可支持具体 O-ring 修正动作。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::bed3160ba3d5,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,43,43,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for Corrective Action on the Haas rotary unit?,crimp.,"crimp. If the cables are connected correctly and not damaged, and the alarm persists, the rotary unit must be
serviced.
For instructions on where to find a rotary repair facility and how to send your rotary unit, go to the HAAS
ROTARY REPAIR CENTER page.",short_generated_answer; heading_like_question_subject,revise,"What should be done if Haas rotary cables are connected correctly, not damaged, and the alarm persists?",The rotary unit must be serviced; the guide points users to the Haas Rotary Repair Center page for repair instructions.,troubleshooting_step,原答案 crimp 是截断；证据后半段可修复为服务/维修动作。
haascnc_com_rotary_troubleshooting_guide_ngc::troubleshooting_step::03681d64735e,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,46,46,maintenance_procedure,troubleshooting_step,How should I troubleshoot HRC Units - Rear Seal Popping Out on the Haas rotary unit?,read to the back of the brake cap and remove it [1].,"read to the back of the brake cap and remove it [1].
The threaded holes should be the ones denoted [2] and should be across from each other.
Using the other bolts on the threaded holes [3] as jacks, turn the bolts on each side evenly, so the plate comes
off.
Make sure to use place plates of some sort [4] to prevent damage to the rotary.",,reject,,,troubleshooting_step,与下一条 HRC 后盖/刹车盖拆卸步骤重复，且本条证据开头截断为“read to...”，不建议保留。
haascnc_com_rotary_troubleshooting_guide_ngc::troubleshooting_step::62cce30b02e2,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,46,46,maintenance_procedure,troubleshooting_step,How should I troubleshoot HRC Units - Rear Seal Popping Out on the Haas rotary unit?,Remove the air supply to the table.,"Remove the air supply to the table.
Place the rotary on its platter face and remove the rear M5 brake bolts.
Use the fixture made to thread to the back of the brake cap and remove it [1].
The threaded holes should be the ones denoted [2] and should be across from each other.",,revise,What are the first steps for removing the rear brake cap on a Haas HRC unit?,"Remove the air supply to the table, place the rotary on its platter face, remove the rear M5 brake bolts, and use the fixture threaded to the back of the brake cap to remove it.",troubleshooting_step,原问题可用但需要聚焦；该条比相邻重复样本证据更完整，建议保留。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::252ea66adb96,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,52,52,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for Serial Data Communication Faults / Electrical Noise on the Haas rotary unit?,"Serial Data Communication Faults / Electrical Noise Sigma-5 servo motors, non-contact encoders output serial data signal to the control.","Serial Data Communication Faults / Electrical Noise
Sigma-5 servo motors, non-contact encoders output serial data signal to the control. If the serial data signal is
missing or becomes unreliable the control will generate a serial data communication error. Electrical noise can
cause the serial data signal from the encoder to become unreliable and cause false alarms. Follow the
troubleshooting guide below to help elim",,revise,What can cause serial data communication faults or false alarms on a Haas rotary unit?,"If the encoder serial data signal is missing or unreliable, the control generates a serial data communication error. Electrical noise can make the encoder serial data unreliable and cause false alarms.",symptom_cause,原类型为参数不准确；证据实际说明故障原因。
haascnc_com_rotary_troubleshooting_guide_ngc::parameter_or_fault_code::8a19c66e1792,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,52,52,alarm_fault_code,parameter_or_fault_code,Which setting or parameter matters for Serial Data Communication Faults / Electrical Noise on the Haas rotary unit?,"nectors at PCB or at the motor encoder, can cause the serial data to become unreliable.","nectors at PCB or at the motor encoder, can cause the serial data to
become unreliable. Refer to the Main Processor / Encoder Cable section.
4. Loose ground or high voltage power connectors will induce noise into the system.
electrical cabinet check for loose connection at all the ground and high voltage power",,revise,What connection issues can make Haas rotary serial data unreliable?,Loose connectors at the PCB or motor encoder can make serial data unreliable. Loose ground or high-voltage power connectors can also induce noise into the system.,symptom_cause,原问题不够具体；改为连接/接地导致串行数据不可靠的原因。
haascnc_com_rotary_troubleshooting_guide_ngc::troubleshooting_step::b4497110975d,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,53,54,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Corrective Action on the Haas rotary unit?,Examine the connector [1] on the Maincon.,"Examine the connector [1] on the Maincon. Make sure it is not damaged.
Examine the cable. Look for signs of damage or stiffness. The connector [4] has two housings [2,3] for the
cable pins.
If the pins have been pushed into the motor, you must replace the motor and cable together.
Make sure the cable is firmly connected at both ends. Reseat both connections. Make sure the cable is",heading_like_question_subject,revise,What should be checked on the Maincon connector and cable when troubleshooting a Haas rotary unit?,"Check that the Maincon connector is not damaged, inspect the cable for damage or stiffness, reseat both connections, and replace the motor and cable together if the pins have been pushed into the motor.",troubleshooting_step,原问题 Corrective Action 泛化；证据充分，适合保留。
haascnc_com_rotary_troubleshooting_guide_ngc::symptom_cause::2556087410de,haascnc_com_rotary_troubleshooting_guide_ngc,haascnc.com-Rotary - Troubleshooting Guide - NGC.pdf,55,55,alarm_fault_code,symptom_cause,What could cause Alarm 4011 on the Haas rotary unit?,Faulty Pressure Switch Identification Possible Cause: Potential leak detected inside the enclosure.,"Faulty Pressure Switch Identification
Possible Cause: Potential leak detected inside the enclosure. Alarm 4011 has been triggered.
Corrective Action: If the front rubber plug is missing, it is a clear indication that the pressure switch has failed
and must be replaced.
Note: If the pressure switch is replaced on an HRTSS, the brake must be bled. For brake bleed instructions,",,revise,What is a possible cause of Haas rotary Alarm 4011?,"A possible cause is a potential leak detected inside the enclosure. If the front rubber plug is missing, it clearly indicates that the pressure switch has failed and must be replaced.",symptom_cause,原问题可用；答案补全 corrective implication，使证据更可验证。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::definition_or_component_lookup::68d54b299f98,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,40,40,parameter_and_configuration,definition_or_component_lookup,What does relay refer to on the PowerFlex 520-series drive?,R1 Relay N.O.,"R1 Relay N.O. Fault Normally open contact for output relay.
t076R2 Relay Common Fault Common for output relay.
R3 Relay N.C. Fault Normally closed contact for output relay.
01 Stop Coast Three wire stop. However, it functions as a stop under all",definition_fallback_candidate; short_generated_answer,revise,"What are the R1, R2, and R3 relay terminals on a PowerFlex 520-series drive?","R1 is the normally open relay contact, R2 is the relay common, and R3 is the normally closed relay contact for the output relay.",definition_or_component_lookup,原问题 relay 定义过泛；改为具体端子含义。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::definition_or_component_lookup::76106ece2c14,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,43,43,safety_and_constraint,definition_or_component_lookup,What does motor refer to on the PowerFlex 520-series drive?,R1 Relay 1 N.O. Fault Normally open contact for output relay. t076R2 Relay 1 Common Fault Common for output relay. R5 Relay 2 Common Motor Running Common for output relay. t081,"R1 Relay 1 N.O. Fault Normally open contact for output relay. t076R2 Relay 1 Common Fault Common for output relay.
R5 Relay 2 Common Motor
Running Common for output relay.
t081",definition_fallback_candidate; likely_table_broken,revise,What is the R5 Relay 2 Common terminal associated with on the PowerFlex 520-series drive?,R5 is Relay 2 Common and is associated with the Motor Running output relay function.,parameter_or_fault_code,原问题误问 motor 定义；证据实际是继电器端子表。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::safety_or_constraint::2b277ed912b0,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,53,53,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Chapter 1 Installation/Wiring on the PowerFlex 520-series drive?,"Chapter 1 Installation/Wiring Electrical Equipment (Safety) Regulations (2016 No. 1101) • EN 61800-5-1 Adjustable speed electric al power drive systems – Part 5-1: Safety requirements – Electr ical, thermal, and energy.","Chapter 1 Installation/Wiring
Electrical Equipment (Safety) Regulations (2016 No. 1101)
• EN 61800-5-1 Adjustable speed electric al power drive systems – Part 5-1:
Safety requirements – Electr ical, thermal, and energy.",,revise,Which safety standards or regulations are referenced for PowerFlex 520-series Installation/Wiring?,"The referenced requirements include the Electrical Equipment (Safety) Regulations 2016 No. 1101 and EN 61800-5-1 for adjustable speed electrical power drive systems, covering electrical, thermal, and energy safety requirements.",safety_or_constraint,原问题泛化为 safety precaution；证据实际是适用法规/标准，改成标准识别问题。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::definition_or_component_lookup::7ca5b764851f,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,63,63,parameter_and_configuration,definition_or_component_lookup,What does drive refer to on the PowerFlex 520-series drive?,the drive stopped.) 2. Press Esc to display the Basic Display Group parameter number shown on power-,"the drive stopped.)
2.
Press Esc to display the Basic Display
Group parameter number shown on power-",definition_fallback_candidate,revise,How do you display the Basic Display Group parameter number on a PowerFlex 520-series drive?,"With the drive stopped, press Esc to display the Basic Display Group parameter number shown on power-up.",troubleshooting_step,证据是操作步骤，不是 drive 定义；可修复。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::parameter_or_fault_code::a07d968f728d,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,75,75,parameter_and_configuration,parameter_or_fault_code,What does F605 indicate on the PowerFlex 520-series drive?,Fault 5 Code F605 Fault 6 Code F606 Fault 7 Code F607 Fault 8 Code F608 Fault 9 Code F609,"Fault 5 Code F605
Fault 6 Code F606
Fault 7 Code F607
Fault 8 Code F608
Fault 9 Code F609",likely_table_broken,reject,,,parameter_or_fault_code,F605 在证据中只是 Fault 5 Code 参数编号，不是具体故障含义；不适合作为“F605 indicates what”。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::a81dc9f096c6,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,90,90,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot A431 on the PowerFlex 520-series drive?,"12 “Aux Fault” When enabled, an F002 “Auxiliary Input” fault occurs when the input is removed. 13 “Clear Fault” When active, clears an active fault. 14 “RampStop,CF” Causes drive to immediately ramp to a stop regardless of how P045 [Stop Mode] is set.","12 “Aux Fault” When enabled, an F002 “Auxiliary Input” fault occurs when the input is removed.
13 “Clear Fault” When active, clears an active fault.
14 “RampStop,CF” Causes drive to immediately ramp to a stop regardless of how P045
[Stop Mode] is set.",,revise,"Which PowerFlex 520 digital input selections relate to auxiliary fault, clear fault, and ramp stop?","Selection 12 ""Aux Fault"" causes an F002 Auxiliary Input fault when the input is removed. Selection 13 ""Clear Fault"" clears an active fault when active. Selection 14 ""RampStop,CF"" causes the drive to ramp to a stop regardless of P045 Stop Mode.",parameter_or_fault_code,原问题误写成 A431 排查；证据为数字输入功能选项表，应改为参数/功能查询。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::symptom_cause::608b86d0937c,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,95,95,alarm_fault_code,symptom_cause,What could cause A541 on the PowerFlex 520-series drive?,13 “ParamControl” Output is directly controlled by the state of the t077 or t082 [Relay Outx Level].,"13 “ParamControl” Output is directly controlled by the state of the t077 or t082 [Relay Outx Level]. A value of 0 causes the
output to turn off. A value of 1 or greater in this parameter causes the output to turn on. None
14 “NonRec Fault” • Value set in A541 [Auto Rstrt Tries] is exceeded or
• A541 [Auto Rstrt Tries] is not enabled or
• A non-resettable fault has occurred.",,revise,"What conditions can trigger the PowerFlex 520 ""NonRec Fault"" output?","The ""NonRec Fault"" output can occur when A541 [Auto Rstrt Tries] is exceeded, A541 is not enabled, or a non-resettable fault has occurred.",symptom_cause,原问题将 A541 当 cause；证据实际解释 NonRec Fault 的触发条件。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::parameter_or_fault_code::f8b651330f7e,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,108,108,parameter_and_configuration,parameter_or_fault_code,What does A410 indicate on the PowerFlex 520-series drive?,"Step StepLogic Parameter Related Preset Frequency Parameter (Can be activated independent of StepLogic Parameters) Related StepLogic Time Parameter (Active when L180...L187 Digit 1 or 2 are set to 1, b, C, d, or E) 0 L18","Step StepLogic Parameter Related Preset Frequency Parameter
(Can be activated independent of StepLogic Parameters)
Related StepLogic Time Parameter
(Active when L180...L187 Digit 1 or 2 are set to 1, b, C, d, or E)
0 L180 [Stp Logic 0] A410 [Preset Freq 0] L190 [Stp Logic Time 0]",,revise,"In PowerFlex 520 StepLogic, which parameters are related to A410 [Preset Freq 0]?","For Step 0, L180 [Stp Logic 0] is related to A410 [Preset Freq 0], and L190 [Stp Logic Time 0] is the related StepLogic time parameter.",parameter_or_fault_code,原答案截断；证据支持 StepLogic 参数关系。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::8a855d34f0b9,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,119,119,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot A437 on the PowerFlex 520-series drive?,dissipate excessive power.,"dissipate excessive power. Parameter settings less than 100% should be carefully evaluated to ensure that the Dynamic
Brake resistor's wattage rating is not exceeded. In general, values less than 90% are not needed. This parameter's setting
is especially important if parameter A437 [DB Resistor Sel] is set to 2 “NoProtection”.
A439 [S Curve %]
Enables a fixed shape S-curve that is applied to the acceleration and dece",short_generated_answer,revise,What caution applies when setting PowerFlex parameter A437 [DB Resistor Sel] to “NoProtection”?,Settings below 100% should be carefully evaluated to ensure the dynamic brake resistor wattage rating is not exceeded; values below 90% are generally not needed.,safety_or_constraint,原答案截断；证据可支持动态制动电阻保护注意事项。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::symptom_cause::af83abc653f8,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,134,134,alarm_fault_code,symptom_cause,What could cause . on the PowerFlex 520-series drive?,Options 0 “Enabled” (Default) 1“ D i s a b l e d ” A541 [Auto Rstrt Tries] Related Parameters: A542 Sets the maximum number of times the drive attempts to reset a fault and restart.,"Options 0 “Enabled” (Default)
1“ D i s a b l e d ”
A541 [Auto Rstrt Tries] Related Parameters: A542
Sets the maximum number of times the drive attempts to reset a fault and restart. See Chapter 4 for more information on faults and fault codes.
Clear a Type 1 fault and restart the drive.",likely_table_broken,revise,What does PowerFlex parameter A541 [Auto Rstrt Tries] set?,It sets the maximum number of times the drive attempts to reset a fault and restart.,parameter_or_fault_code,原问题主体是“.”，需改为参数 A541；证据可用。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::parameter_or_fault_code::18bf3adfc190,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,145,145,parameter_and_configuration,parameter_or_fault_code,What does F631 indicate on the PowerFlex 520-series drive?,Chapter 3 Programming and Parameters Fault and Diagnostic Group (continued) F631 [Fault 1 Freq] F633 [Fault 3 Freq] F635 [Fault 5 Freq],"Chapter 3 Programming and Parameters
Fault and Diagnostic Group (continued)
F631 [Fault 1 Freq]
F633 [Fault 3 Freq]
F635 [Fault 5 Freq]",likely_table_broken,revise,What does PowerFlex parameter F631 [Fault 1 Freq] record?,F631 records the frequency associated with Fault 1 in the Fault and Diagnostic Group.,parameter_or_fault_code,原问题问 F631 indicate，容易误解为故障码；应改为诊断参数含义。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::definition_or_component_lookup::06fefc948dd8,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,155,155,parameter_and_configuration,definition_or_component_lookup,What does motor refer to on the PowerFlex 520-series drive?,Fault 1 Time-min 621 Fault10 BusVolts(1) 660 Motor Fdbk Type(2) 535 Fault 2 BusVolts 652 Fault10 Code(1) 610 Motor Lm(1) 499 Fault 2 Code 008 Fault10 Current(1) 650 Motor Lx(1) 500 Fault 2 Current 642 Fault10 Freq(1) 640,"Fault 1 Time-min 621 Fault10 BusVolts(1) 660 Motor Fdbk Type(2) 535
Fault 2 BusVolts 652 Fault10 Code(1) 610 Motor Lm(1) 499
Fault 2 Code 008 Fault10 Current(1) 650 Motor Lx(1) 500
Fault 2 Current 642 Fault10 Freq(1) 640 Motor NP FLA 034",definition_fallback_candidate,reject,,,definition_or_component_lookup,证据是参数索引表碎片，无法稳定回答 motor 定义；测试价值低。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::safety_or_constraint::275b207228a2,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,163,163,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for F091(3) Encoder Loss 2 on the PowerFlex 520-series drive?,ule if fault cannot be cleared. F111(3) Safety Hardware 2 Safety input enable hardware,"ule if fault
cannot be cleared.
F111(3) Safety Hardware 2
Safety input enable hardware",likely_table_broken,reject,,,safety_or_constraint,问题指向 F091 Encoder Loss 2，但答案/证据跳到 F111 Safety Hardware 2，证据不一致。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::70e99f3bf803,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,206,206,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Appendix C RS-485 (DSI) Protocol on the PowerFlex 520-series drive?,P046 [Start Source 1] Set to 3 “Serial/DSI” if Start is controlled from the network.,"P046 [Start Source 1] Set to 3 “Serial/DSI” if Start is controlled from the network. page 88
P047 [Speed Reference1] Set to 3 “Serial/DSI” if the Speed Reference is controlled from the
network. page 88
C123 [RS485 Data Rate] Sets the data rate for the RS-485 (DSI) Port. All nodes on the network
must be set to the same data rate. page 102",,revise,Which PowerFlex 520 parameters should be set when Start and Speed Reference are controlled over RS-485 DSI?,"Set P046 [Start Source 1] to 3 ""Serial/DSI"" if Start is controlled from the network. Set P047 [Speed Reference1] to 3 ""Serial/DSI"" if Speed Reference is controlled from the network. C123 [RS485 Data Rate] sets the RS-485 data rate, and all nodes must use the same data rate.",parameter_or_fault_code,原问题说 troubleshoot Appendix C，过泛；改为 RS-485 DSI 相关参数设置。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::be1ebd3588eb,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,219,219,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot A535 on the PowerFlex 520-series drive?,24V and requires the optional encoder board to be installed.,"24V and requires the optional encoder board to be installed. When A535 [Motor
Fdbk Type] is set to a value other than zero, the drive is set to use an encoder or
pulse train. The drive uses the encoder or pulse train in several ways
depending on the settings of other parameters. The drive uses the encoder or
pulse train as shown below (listed in order of priority):",,revise,What happens when PowerFlex 520 A535 [Motor Fdbk Type] is set to a nonzero value?,"When A535 [Motor Fdbk Type] is set to a value other than zero, the drive is set to use an encoder or pulse train. The related 24V feedback option requires the optional encoder board to be installed.",parameter_or_fault_code,原问题为排查 A535，但证据是参数功能说明；改成参数含义。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::e882ff0b6ede,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,228,228,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot A560 on the PowerFlex 520-series drive?,IMPORTANT Parameter values set prior to setting 1 “RAM only” are saved in RAM.,IMPORTANT Parameter values set prior to setting 1 “RAM only” are saved in RAM.,,reject,,,troubleshooting_step,证据只有一句 RAM only 保存位置说明，缺少 A560 的完整上下文，不能形成稳定排查样本。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::safety_or_constraint::5e38ae6720f7,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,240,240,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Appendix G Safe Torque Off Function on the PowerFlex 520-series drive?,Appendix G Safe Torque Off Function • EN ISO 13849-1 Safety of machinery – Safety related parts of control systems – Part 1: General principles for design. (PowerFlex 525 STO achieves Category 3 / PLd,"Appendix G Safe Torque Off Function
• EN ISO 13849-1 Safety of machinery – Safety related parts of control
systems – Part 1: General principles for design.
(PowerFlex 525 STO achieves Category 3 / PLd",,revise,What safety performance level does the PowerFlex 525 Safe Torque Off function achieve under EN ISO 13849-1?,"Under EN ISO 13849-1, the PowerFlex 525 Safe Torque Off function achieves Category 3 / PLd.",safety_or_constraint,原问题章节化；证据支持 STO 安全等级/性能等级查询。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::safety_or_constraint::c9fd92f6cd02,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,244,244,safety_and_constraint,safety_or_constraint,What safety precaution or limit should I follow for Appendix G Safe Torque Off Function on the PowerFlex 520-series drive?,Additional protective measures must be applied when an application requires a change to the stop action. Channel Operation and Verification Safety Function,"Additional protective measures must be applied when an application
requires a change to the stop action.
Channel Operation and Verification
Safety Function",,revise,When are additional protective measures required for the PowerFlex 520 Safe Torque Off stop action?,Additional protective measures must be applied when an application requires a change to the stop action.,safety_or_constraint,原问题重复且泛化；改为 STO 停止动作变更时的安全要求。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::troubleshooting_step::589f1748a120,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,257,257,troubleshooting_procedure,troubleshooting_step,How should I troubleshoot Auto Tune Window on the PowerFlex 520-series drive?,A properly tested motor and drive helps ensure higher starting torque and better performance at low speeds.,"A properly tested motor and drive helps ensure higher starting torque and
better performance at low speeds. Conversely, an improperly performed Auto
Tune can cause the motor to exhibit instability at low speeds, uneven
performances when running through the motor speed range, and can generate
unnecessary faults such as overcurrent and overvoltage faults.",,revise,Why is a properly performed Auto Tune important on a PowerFlex 520-series drive?,"A properly tested motor and drive helps ensure higher starting torque and better low-speed performance. An improperly performed Auto Tune can cause low-speed instability, uneven performance through the speed range, and unnecessary overcurrent or overvoltage faults.",troubleshooting_step,原问题可用但 “Auto Tune Window” 不自然；改成 Auto Tune 影响与故障风险。
rockwell_powerflex_520_series_user_manual_520_um001_en_e::definition_or_component_lookup::04db6171747c,rockwell_powerflex_520_series_user_manual_520_um001_en_e,rockwell_powerflex_520-series_user_manual_520-um001-en-e.pdf,263,263,parameter_and_configuration,definition_or_component_lookup,What does motor refer to on the PowerFlex 520-series drive?,Maximum DC current in amps applied to the motor in order to reset the rotor position of a PM motor.,"Maximum DC current in amps applied to the motor in order to reset the
rotor position of a PM motor.
Alignment has failed when fault F012 (HW Overcurrent) or F013 (Ground
Fault) is observed during acceleration and deceleration.",definition_fallback_candidate,revise,What is the PowerFlex PM motor alignment DC current parameter used for?,It sets the maximum DC current in amps applied to the motor to reset the rotor position of a PM motor.,parameter_or_fault_code,原问题 motor 定义过泛；证据可支持参数用途。
s71200_system_manual::parameter_or_fault_code::1868e13799b3,s71200_system_manual,s71200_system_manual.pdf,93,93,parameter_and_configuration,parameter_or_fault_code,What is supports at least one data type used for on the Siemens S7-1200 PLC?,be interpreted.,"be interpreted. Each instruction parameter supports at least one data type, and some
parameters support multiple data types. Hold the cursor over the parameter field of an
instruction to see which data types are supported for a given parameter.
A formal parameter is the identifier on an instruction that marks the location of data to be
used by that instruction (example: the IN1 input of an ADD instruction). An actual",short_generated_answer,revise,How can you determine which data types are supported by an S7-1200 instruction parameter?,Hold the cursor over the instruction parameter field to see which data types are supported for that parameter.,troubleshooting_step,原答案截断；证据清楚，适合作为操作型问题。
s71200_system_manual::definition_or_component_lookup::bb1d04be8a1a,s71200_system_manual,s71200_system_manual.pdf,130,130,parameter_and_configuration,definition_or_component_lookup,What does controller refer to on the Siemens S7-1200 PLC?,S7-1200 Programmable controller Byte Parameter and data type Description 5 active_est Bool ID for the type of connection:  TCP and ISO-on-TCP:,"S7-1200 Programmable controller
Byte Parameter and data type Description
5 active_est Bool ID for the type of connection:
 TCP and ISO-on-TCP:",definition_fallback_candidate,revise,What does active_est identify for S7-1200 TCP or ISO-on-TCP communication?,The active_est Boolean identifies the type of connection for TCP and ISO-on-TCP communication.,definition_or_component_lookup,原问题 controller 定义错误；证据可支持 active_est 字段含义，但上下文较窄。
